"2001","6","21271031.71"
"2001","7","21930381.51"
"2001","8","21708393.1"
"2001","9","22378542.23"
"2001","10","22105331.43"
"2001","11","22397267.25"
"2001","12","22210840.94"
"2001","13","22821184.82"
"2001","14","21133162"
"2001","15","21784043"
"2001","16","21908116"
"2001","17","21823634"
"2001","18","21353245"
"2001","19","22215563"
"2001","20","21413252"
"2001","21","21899422"
"2001","22","20921494"
"2001","23","21783061"
"2001","24","20361564"
"2001","25","21496714"
"2001","26","21300280"
"2001","27","17508988"
"2001","28","20378040"
"2001","29","22188155"
"2001","30","22019393"
"2001","31","21165856"
"2001","32","21345154"
"2001","33","21507885"
"2001","34","22816182"
"2001","35","22776326"
"2001","36","20396050"
"2001","37","22428136"
"2001","38","22414932"
"2001","39","22783714"
"2001","40","22009436"
"2001","41","22199634"
"2001","42","21842246"
"2001","43","22277647"
"2001","44","23217100"
"2001","45","22890525"
"2001","46","21922737"
"2001","47","19734666"
"2001","48","22060067"
"2001","49","22049089"
"2001","50","22350220"
"2001","51","22821893"
"2001","52","15800797"
"2001","53","3620194"
"2002","1","15993188"
"2002","2","23125726"
"2002","3","22918717"
"2002","4","23118275"
"2002","5","22962119"
"2002","6","22266612"
"2002","7","22915161"
"2002","8","23450763"
"2002","9","21218321"
"2002","10","21060085"
"2002","11","20766850"
"2002","12","21490119"
"2002","13","21287126"
"2002","14","20390192"
"2002","15","20516877"
"2002","16","20575231"
"2002","17","20778872"
"2002","18","20618072"
"2002","19","20922220"
"2002","20","20488666"
"2002","21","20848026"
"2002","22","20235414"
"2002","23","20323305"
"2002","24","21121820"
"2002","25","19660892"
"2002","26","20187531"
"2002","27","16602534"
"2002","28","18385450"
"2002","29","19764309"
"2002","30","20287242"
"2002","31","20447079"
"2002","32","20129040"
"2002","33","21092692"
"2002","34","20432258"
"2002","35","21389171"
"2002","36","21220344"
"2002","37","22139879"
"2002","38","21852608"
"2002","39","21990406"
"2002","40","20666604"
"2002","41","21231248"
"2002","42","21087769"
"2002","43","21145270"
"2002","44","20661268"
